,0
65,H018原味日式小卷燒
66,H020香蔥櫻花蝦
67,H022杏仁櫻花蝦
68,H023香蔥梅魚酥
69,H028大卷片
70,H031碳烤章魚燒
71,H032旗魚鬆
72,H033旗魚脯
73,H045香蔥花生丁香(辣味)
74,H046高鈣魚骨(微辣)
75,H047原味高鈣魚骨
76,H048蜜汁龍魚骨
77,H049香蔥芝麻龍魚骨酥
78,H050高鈣比目魚
79,H051扁蟹酥
80,H053黃金比目魚骨
81,H054辣味碳烤章魚燒
82,H055辣味高鈣比目魚
83,G021台灣(愛文)芒果乾
84,G023蔓越紅莓
85,G024加拿大藍莓
86,G026檸檬乾
87,G027醋酸檸檬乾
88,G029化核梅
89,G030化核應子
90,G031相思梅
91,G032芭樂乾
92,G061梅子口味芭樂乾
93,G033櫻花果
94,G034蔓越李
95,G035仙楂餅
96,G036無花果
97,G051水蜜桃乾
98,G053野生小金桔(化痰)
99,G054蜜汁金桔(化痰)
100,G055薄荷小金桔(化痰)
101,G056日本油切果
102,G059情人果
103,G064聖女蕃茄乾
104,G067紹興酒李
105,G068奶梅
106,G069梅粉
107,G070紅酒Q梅
108,G071洛神花
109,G072辣芒果
110,G073碳烤烏沈李
111,G074台灣芭樂乾
112,G081金裝赤切片(八仙果)
113,I001滷汁豬肉乾
114,I002黑胡椒豬肉乾
115,I003辣味豬肉乾
116,I004蜜汁豬肉片
117,I005蒜香薄片豬肉乾
118,I006黑胡椒薄片豬肉乾
119,I007黑胡椒牛肉乾
120,I010海苔豬肉鬆
121,I011泰式檸檬蜜汁豬肉片
122,I014手工豬肉條
123,I016韓式泡菜蜜汁豬肉片
124,J001原味秀珍菇-素食
125,J002黑胡椒秀珍菇-素食
126,J003芥末秀珍菇-素食
127,J004芋頭條-素食
128,J005地瓜條-素食
129,J006蘋果乾-素食
130,J007四季豆-素食
131,J008原味香菇乾-素食
132,J017黑胡椒香菇乾-素食
133,J011波羅蜜-素食
134,J013香蕉乾-素食
135,J014鳳梨乾-素食
136,J016綜合水果乾-素食
137,M001夏威夷豆-鹹味素食
138,M002蜜汁腰果-素食
139,M005開心果-素食
140,M011蒜味開心果-大包
141,M009南瓜子-素食
142,M008抹茶瓜子-素食
143,M012黑金剛花生-素食
144,M013蒜味花生-非素食
145,M015原味腰果-素食
146,M022蒜味杏仁果-非素食
147,M025帶殼杏仁果-素食
148,M026香蒜腰果-非素食
149,M028烘焙腰果-素食
150,M029香蔥辣味花生
151,K0001-1QQ糖-汽水可樂糖
152,K0001-2QQ糖-荷包蛋軟糖
153,K0001-3QQ糖-甜甜圈軟糖
154,K0001-4QQ糖-水果粒軟糖
155,K0001-7QQ糖-小漢堡軟糖
156,K0001-10QQ糖-國王企鵝軟糖
157,K0001-11QQ糖-寶貝熊軟糖
158,K0001-12QQ糖-舌頭造型
159,K0001-13QQ糖-大門牙造型
160,K0002QQ糖-小熊水果軟糖
161,K0005QQ糖-小豌豆軟糖
162,K0006QQ糖-多種綜合軟糖
163,K0007弘吉利蜜地瓜-素食
164,K0008弘吉利黑糖蜜地瓜-素食
165,K0009川貝百草枇杷糖-素食
166,K0010清涼喉糖-素食
167,K0010-1綜合喉糖-素食
168,K0011碳燒咖啡糖-素食
169,K0012棒棒糖-素食
170,K0013黑糖沙其馬-蛋素
171,K0100葡萄乾沙其馬-蛋素
172,K0129造型棉花糖
173,K0030雷根糖-綜合
174,K0031夢幻糖-素食
175,K0033黃金梅-素食
176,K0034黑糖梅-素食
177,K0035南棗核桃膏-素食
178,K0045乳酪奶酥餅-蛋素
179,K0047大補帖-龜苓膏軟糖-素
180,K0049黑糖地瓜酥-素食
181,K0049-1原味地瓜酥-素食
182,K0050小班長點心麵
183,K0071水果蒟蒻條-素食
184,K0072美可杏仁花生脆餅-素
185,K0073美可巧克力脆餅-素
186,K0073-2美可綜合脆餅-素
187,K0083粽型芥末豌豆-素
188,K0095麥芽餅-黑糖-素
189,K0096麥芽餅-梅子-素
190,K0097麥芽餅-綜合-素
191,K0099綜合迷你方塊酥-蛋素
192,K0099-1海苔迷你方塊酥-蛋素
193,K0099-2梅子迷你方塊酥-蛋素
194,K0101海苔燒米果
195,K0108綜合果汁曼陀珠糖
196,K0108-1薄荷曼陀珠糖
197,K0109台灣手工花生糖-素
198,K0110台灣手工花生頁糖-素
199,K0111台灣手工黑芝麻糖-素
200,K0117黑糖蜜麻花-蛋素
201,K0118雞蛋蜜麻花-蛋素
202,K0120綜合水果甜筒軟糖
203,K0121黃金糖-素
204,K0123玉米濃湯玉米棒-蛋素
205,K0125泰國卷-蛋素
206,K0136朋富鳳梨酥-蛋素
207,K0163-1花生牛奶煎餅-蛋素
208,K0163-2海苔手工煎餅-蛋素
209,K0163-3芝麻手工煎餅-蛋素
210,K0340綜合煎餅-蛋素
211,K0171手工杏仁瓦片餅-蛋素
212,K0178香港桃酥-蛋素
213,N001原味菜脯餅{素}
214,N002辣味菜脯餅{素}
215,N003原味蕃薯片{素}
216,N006月亮餅
217,N008甜味卡哩卡哩{素}
218,N009鹹味卡哩卡哩{素}
219,N010不吃不可
220,N014金牛角
221,N019洋芋片{素}
222,N020沙茶洋芋片
223,N021烤雞洋芋片
224,N025紅燒魚魚片
225,N026蜜汁燒烤紅魚魚片
226,N027勁辣燒烤紅魚魚片
227,N028原味紅魚片
228,N040元氣小子{海苔御飯團}
229,N041伍香乖乖
230,N042奶油乖乖{素}
231,N043巧克力乖乖{素}
232,N057芋仔餅-素食
233,N060起士洋芋球{素}
234,N064黑胡椒蠶豆-素食
235,N068奶油小西餅
236,K070鹹酥乖乖
0,黃金麥茶
1,茉莉綠茶
2,高地紅茶
3,四季春烏龍茶
4,波霸綠/四季春
5,翡翠檸檬綠/檸檬四季春/檸檬紅茶
6,醇釀梅子綠
7,麻桔綠(金桔+梅子+綠茶)
8,情人茶(檸檬+梅子+綠茶)
9,優酪綠茶(瑞士乳酸菌)
10,白蔗檸檬四季春
11,葡萄柚綠茶
12,富士蘋果冰茶
13,雪球紅茶
14,台灣柳橙綠(冬季限定)
15,冰奶茶
16,冰奶綠
17,波霸奶茶/小波奶綠
18,混波奶綠
19,仙草奶凍
20,仙草奶烏
21,雪球奶茶(香草冰淇淋)
22,雪球奶綠(香草冰淇淋)
23,阿華田
24,可可貝莉
25,紅茶牛乳
26,黃金麥茶牛乳
27,混波綠茶牛乳
28,焦糖紅茶牛乳
29,榛果紅茶牛乳
30,仙草麥茶牛乳
31,雪球紅茶牛乳(香草冰淇淋)
32,阿華田牛乳
33,可可貝莉牛乳
34,白蔗牛乳(無糖限定)
35,桔茶
36,金桔檸檬
37,檸檬梅子汁
38,檸檬優酪(瑞士乳酸菌)
39,葡萄柚優酪(瑞士乳酸菌)
40,富士蘋果優酪(瑞士乳酸菌)
41,雪球優酪(瑞士乳酸菌+香草冰淇淋)
42,麻桔茶(金桔+梅子)
43,檸檬蜜
44,金桔檸檬蜜
45,仙草蜜茶
0,烤雞腿飯
1,咖哩豬排飯
2,烤日式鯖魚飯
3,鱈魚飯
4,三杯中卷
5,日式豬排
6,香酥雞排飯
7,蜜汁雞排飯
8,三杯雞肉飯
9,蒲燒雕魚飯
10,照燒排骨飯
11,蜜汁排骨飯
12,蒜泥白肉飯
13,烤秋刀魚飯
14,燒肉飯
15,烤香腸飯
16,無骨雞腿飯
17,飯菜便當
0,皮蛋肉絲
1,打拋豬肉(辣)
2,鹹豬肉
3,義式披薩
4,台式茄汁
5,香椿肉絲
6,XO醬(辣)
7,墨魚
8,養生紅麴肉絲
9,川味椒麻
10,蔬菜蛋
11,義式披薩海鮮
12,菜脯蛋
13,肉絲蛋
14,南洋咖哩
15,雞肉蛋
16,培根
17,鯖魚
18,叉燒
19,傳香麻油
20,燻雞
21,青椒牛肉
22,吻仔魚
23,蝦仁
24,夏威夷鳳梨蝦仁
25,海鮮
26,櫻花蝦
27,英雄(海陸綜合)
28,德國酸菜香腸
29,墨西哥沙沙醬雞肉(辣)
30,日式鮭魚
31,南洋沙嗲羊肉
32,港式臘味雙腸
33,韓式泡菜(辣)
34,義大利羅勒雞肉
35,泰式海鮮(辣)
36,素麻油
37,素香椿
38,素咖哩
39,素養生紅麴
40,肉絲
41,羅勒青醬海鮮
42,塔香蛤蜊
43,青醬雞肉
44,泡菜
45,總匯海鮮
46,泰式海鮮(辣)
47,什錦
48,素沙茶
49,香椿
50,素田園蔬菜
51,素咖哩
52,素川麻(辣)
53,蔥花煎蛋
54,菜脯煎蛋
55,塔香煎蛋
56,吻仔魚煎蛋
57,櫻花蝦煎蛋
58,爆炒高麗菜
59,爆炒空心菜
60,金沙炒白玉苦瓜
61,豆腐乳炒空心菜(辣)
62,炒泡菜(辣)
63,宮保雞肉(辣)
64,櫻花蝦炒高麗菜
65,塔香炒蛤蜊
66,蔥爆豬肉
67,蔥爆羊肉
68,蔥爆牛肉
69,爆炒三鮮
70,空心菜炒沙茶牛肉
71,蒜頭精力蜆湯
72,鳳梨苦瓜雞湯
73,九尾草熬雞湯
74,香菇瓜仔雞湯
75,玉當歸素排湯
76,金針排骨湯
77,苦瓜排骨湯
78,山藥排骨湯
79,龍髓蒸蛋湯
80,精燉佛跳牆
81,涼拌海帶根
82,涼拌小黃瓜
83,三色干絲
84,百香青木瓜(可素)
85,醋味黑川耳(可素)
86,韓式風味泡菜
87,涼拌麻油粉肝
88,涼拌沙茶雞胗
89,蜜滷豆干角
90,和風過貓菜
0,皮蛋肉絲
1,打拋豬肉(辣)
2,鹹豬肉
3,義式披薩
4,台式茄汁
5,香椿肉絲
6,XO醬(辣)
7,墨魚
8,養生紅麴肉絲
9,川味椒麻
10,蔬菜蛋
11,義式披薩海鮮
12,菜脯蛋
13,肉絲蛋
14,南洋咖哩
15,雞肉蛋
16,培根
17,鯖魚
18,叉燒
19,傳香麻油
20,燻雞
21,青椒牛肉
22,吻仔魚
23,蝦仁
24,夏威夷鳳梨蝦仁
25,海鮮
26,櫻花蝦
27,英雄(海陸綜合)
28,德國酸菜香腸
29,墨西哥沙沙醬雞肉(辣)
30,日式鮭魚
31,南洋沙嗲羊肉
32,港式臘味雙腸
33,韓式泡菜(辣)
34,義大利羅勒雞肉
35,泰式海鮮(辣)
36,素麻油
37,素香椿
38,素咖哩
39,素養生紅麴
40,肉絲
41,羅勒青醬海鮮
42,塔香蛤蜊
43,青醬雞肉
44,泡菜
45,總匯海鮮
46,泰式海鮮(辣)
47,什錦
48,素沙茶
49,香椿
50,素田園蔬菜
51,素咖哩
52,素川麻(辣)
53,蔥花煎蛋
54,菜脯煎蛋
55,塔香煎蛋
56,吻仔魚煎蛋
57,櫻花蝦煎蛋
58,爆炒高麗菜
59,爆炒空心菜
60,金沙炒白玉苦瓜
61,豆腐乳炒空心菜(辣)
62,炒泡菜(辣)
63,宮保雞肉(辣)
64,櫻花蝦炒高麗菜
65,塔香炒蛤蜊
66,蔥爆豬肉
67,蔥爆羊肉
68,蔥爆牛肉
69,爆炒三鮮
70,空心菜炒沙茶牛肉
71,蒜頭精力蜆湯
72,鳳梨苦瓜雞湯
73,九尾草熬雞湯
74,香菇瓜仔雞湯
75,玉當歸素排湯
76,金針排骨湯
77,苦瓜排骨湯
78,山藥排骨湯
79,龍髓蒸蛋湯
80,精燉佛跳牆
81,涼拌海帶根
82,涼拌小黃瓜
83,三色干絲
84,百香青木瓜(可素)
85,醋味黑川耳(可素)
86,韓式風味泡菜
87,涼拌麻油粉肝
88,涼拌沙茶雞胗
89,蜜滷豆干角
90,和風過貓菜
0,皮蛋肉絲
1,打拋豬肉(辣)
2,鹹豬肉
3,義式披薩
4,台式茄汁
5,香椿肉絲
6,XO醬(辣)
7,墨魚
8,養生紅麴肉絲
9,川味椒麻
10,蔬菜蛋
11,義式披薩海鮮
12,菜脯蛋
13,肉絲蛋
14,南洋咖哩
15,雞肉蛋
16,培根
17,鯖魚
18,叉燒
19,傳香麻油
20,燻雞
21,青椒牛肉
22,吻仔魚
23,蝦仁
24,夏威夷鳳梨蝦仁
25,海鮮
26,櫻花蝦
27,英雄(海陸綜合)
28,德國酸菜香腸
29,墨西哥沙沙醬雞肉(辣)
30,日式鮭魚
31,南洋沙嗲羊肉
32,港式臘味雙腸
33,韓式泡菜(辣)
34,義大利羅勒雞肉
35,泰式海鮮(辣)
36,素麻油
37,素香椿
38,素咖哩
39,素養生紅麴
40,肉絲
41,羅勒青醬海鮮
42,塔香蛤蜊
43,青醬雞肉
44,泡菜
45,總匯海鮮
46,泰式海鮮(辣)
47,什錦
48,素沙茶
49,香椿
50,素田園蔬菜
51,素咖哩
52,素川麻(辣)
53,蔥花煎蛋
54,菜脯煎蛋
55,塔香煎蛋
56,吻仔魚煎蛋
57,櫻花蝦煎蛋
58,爆炒高麗菜
59,爆炒空心菜
60,金沙炒白玉苦瓜
61,豆腐乳炒空心菜(辣)
62,炒泡菜(辣)
63,宮保雞肉(辣)
64,櫻花蝦炒高麗菜
65,塔香炒蛤蜊
66,蔥爆豬肉
67,蔥爆羊肉
68,蔥爆牛肉
69,爆炒三鮮
70,空心菜炒沙茶牛肉
71,蒜頭精力蜆湯
72,鳳梨苦瓜雞湯
73,九尾草熬雞湯
74,香菇瓜仔雞湯
75,玉當歸素排湯
76,金針排骨湯
77,苦瓜排骨湯
78,山藥排骨湯
79,龍髓蒸蛋湯
80,精燉佛跳牆
81,涼拌海帶根
82,涼拌小黃瓜
83,三色干絲
84,百香青木瓜(可素)
85,醋味黑川耳(可素)
86,韓式風味泡菜
87,涼拌麻油粉肝
88,涼拌沙茶雞胗
89,蜜滷豆干角
90,和風過貓菜
0,脆皮雞排
1,脆皮無骨雞塊
2,脆皮無骨雞腿丁
3,脆皮魷魚
4,馬鈴薯條
5,馬加駱起司條
6,脆皮百頁豆腐
7,脆皮花枝丸
8,脆皮甜不辣
9,梅子地瓜條
10,焦糖地瓜球
11,煉乳銀絲卷
12,脆皮米血
13,脆皮米腸
14,脆皮蘿蔔糕
15,鱈魚條
0,"風味蛋系列
蛋奶素"
1,"起司蛋系列
蛋奶素"
2,火腿蛋系列
3,培根蛋系列
4,肉鬆蛋系列
5,玉米蛋系列
6,豬肉蛋系列
7,鮪魚蛋系列
8,燻雞蛋系列
9,香雞蛋系列
10,"薯餅蛋系列
蛋奶素"
11,里肌蛋系列
12,日式豬排系列
13,純厚牛蛋系列
14,西西里雞腿排系列
15,"咔啦雞腿蛋系列
口味【原味、辣味】擇一"
16,果醬吐司
17,果醬厚片吐司
18,"燒餅
蛋奶素"
19,"燒餅夾蛋
蛋奶素"
20,"燒餅夾玉米蛋
蛋奶素"
21,燒餅夾蔥蛋
22,燒餅夾豬肉
23,燒餅夾豬肉蛋
24,"原味系列
蛋奶素"
25,"起司系列
蛋奶素"
26,"玉米系列
蛋奶素"
27,肉鬆系列
28,鮪魚系列
29,培根系列
30,熱狗系列
31,火腿系列
32,"薯餅系列
蛋奶素"
33,里肌系列
34,厚牛系列
35,起司蛋滿福堡
36,火腿蛋滿福堡
37,培根蛋滿福堡
38,豬肉蛋滿福堡
39,鮪魚蛋滿福堡
40,香雞蛋滿福堡
41,薯餅蛋滿福堡
42,里肌蛋滿福堡
43,厚牛蛋滿福堡
44,咔啦雞腿蛋滿福堡
45,"飽飽套餐(牛角可頌、沙拉、炒蛋、奶油布丁酥*2)
蛋奶素．大牛角麵包、沙拉、炒蛋、奶油布丁酥2份"
46,"美味飽飽套餐(蔥抓餅、熱狗蛋)
主食【蔥抓餅、九層塔抓餅】擇一、熱狗蛋"
47,"活力飽飽套餐(蔥抓餅、蘿蔔糕、里肌肉片)
主食【蔥抓餅、九層塔抓餅】擇一、炒蛋、蘿蔔糕、里肌肉片"
48,"厚片特餐(果醬厚片、沙拉、炒蛋、培根、熱狗、奶油布丁酥*2)
果醬厚片、沙拉、炒蛋、培根、熱狗2份、奶油布丁酥2份"
49,"荷包蛋
全熟或半熟"
50,炒蛋
51,薯條
52,脆薯
53,"微笑薯餅
4片"
54,"薯餅
2片"
55,"炸一口餃
12顆"
56,"小雞塊
12塊"
57,"雞塊
5塊"
58,"咔啦雞腿排
口味【原味、辣味】擇一"
59,"奶油布丁酥
4個"
60,法式吐司
61,法式厚片
62,"一口餃
12顆"
63,"蘿蔔糕
2塊"
64,"蘿蔔糕加蛋
2塊"
65,"熱狗
5條"
66,"小肉豆
30顆"
67,"洋蔥圈
5個"
68,"雞柳條
2條"
69,紅茶
70,奶茶
71,綠茶
72,豆漿
73,豆漿紅茶
74,鮮奶茶
75,鮮奶綠
76,柳橙汁
77,百香果汁
78,蔓越莓果汁
79,水蜜桃果汁
80,每日限量紫米紅豆熱
81,"美式咖啡
360cc"
82,"拿鐵咖啡
360cc"
83,"鐵板麵
口味【蘑菇、黑胡椒】擇一"
84,黑胡椒豬柳麵
85,奶油培根麵
86,三杯雞麵
87,宮保雞丁麵
88,玉米濃湯
89,鍋燒意麵
90,鍋燒雞絲麵
91,鍋燒小烏龍麵
92,泡菜意麵
93,泡菜雞絲麵
94,泡菜小烏龍麵
95,"兒童餐自由配
【脆薯、薯條】擇一、【小雞塊、雞塊、小肉豆】擇一、【荷包蛋、炒蛋】擇一、20元飲料、果醬吐司"
0,鮮蝦麵
1,小卷米粉
2,泡菜鮮蝦麵
3,梨家肉燥豆皮麵
4,藥膳豬肝麵
5,梨家肉燥麵
6,滷肉飯
7,米粉湯
8,餛飩麵
9,豬肝麵
0,黃金麥茶
1,茉莉綠茶
2,高地紅茶
3,四季春烏龍茶
4,波霸綠/四季春
5,翡翠檸檬綠/檸檬四季春/檸檬紅茶
6,醇釀梅子綠
7,麻桔綠(金桔+梅子+綠茶)
8,情人茶(檸檬+梅子+綠茶)
9,優酪綠茶(瑞士乳酸菌)
10,白蔗檸檬四季春
11,葡萄柚綠茶
12,富士蘋果冰茶
13,雪球紅茶
14,台灣柳橙綠(冬季限定)
15,冰奶茶
16,冰奶綠
17,波霸奶茶/小波奶綠
18,混波奶綠
19,仙草奶凍
20,仙草奶烏
21,布丁奶茶(統一布丁2顆)
22,雪球奶茶(香草冰淇淋)
23,雪球奶綠(香草冰淇淋)
24,阿華田
25,可可貝莉
26,紅茶牛乳
27,黃金麥茶牛乳
28,混波綠茶牛乳
29,焦糖紅茶牛乳
30,榛果紅茶牛乳
31,仙草麥茶牛乳
32,布丁紅茶牛乳(統一布丁2顆)
33,雪球紅茶牛乳(香草冰淇淋)
34,阿華田牛乳
35,可可貝莉牛乳
36,白蔗牛乳(無糖限定)
37,桔茶
38,金桔檸檬
39,檸檬梅子汁
40,檸檬優酪(瑞士乳酸菌)
41,葡萄柚優酪(瑞士乳酸菌)
42,富士蘋果優酪(瑞士乳酸菌)
43,雪球優酪(瑞士乳酸菌+香草冰淇淋)
44,麻桔茶(金桔+梅子)
45,檸檬蜜
46,金桔檸檬蜜
47,仙草蜜茶
0,玉米蛋吐司
1,起司蛋吐司
2,培根蛋吐司
3,烤肉蛋吐司
4,雪花蛋吐司
5,鹹豬蛋吐司
6,虎福福招牌飯
7,烤肉飯
8,海鹽五花飯
9,鹹豬肉飯
10,虎骨飯
11,紅茶
12,鮮奶茶
0,★ 27仔金萱綠茶
1,★ 微乳香紅茶
2,★ 冬片四季春
3,★ 三分火烏龍
4,★ 福鹿紅烏龍
5,小農鮮乳系列
6,★ 金萱綠拿鐵
7,★ 紅茶拿鐵
8,四季春拿鐵
9,烏龍拿鐵
10,抹茶拿鐵
11,★ 可可紅茶拿鐵
12,健成牧場鮮乳
13,金萱綠奶茶
14,金萱紅奶茶
15,★ 四季春奶茶
16,★ 烏龍奶茶
17,★ 蜜釀珍珠奶茶
18,★ 蜜釀珍珠紅 / 綠茶
19,愛玉綠茶
20,百花蜜紅 / 綠 / 四季
21,★ 青梅茶
22,百香綠茶 / 四季春
23,★ 蘋果紅茶
24,青檸優酪綠 / 四季春
25,★ 鮮桔茶
26,檸檬紅茶
27,★ 檸檬金萱 / 四季春
28,★ 甘蔗四季春
29,金旺果紅 / 綠茶
30,檸檬蜜茶
31,★ 金鑽水果茶
32,★ 葡萄紅茶
33,黑糖老薑茶
34,薑汁紅奶茶
35,薑汁蘋果紅茶
36,甘蔗薑汁
37,薑汁紅茶拿鐵
38,薑汁可可拿鐵
0,珍珠薩蘭奶茶
1,珍珠紅烏龍奶茶
2,珍珠伯爵奶茶
3,珍珠翠玉奶茶
4,珍珠香醇牛奶
5,珍珠魚池檸檬紅茶
6,珍珠冰檸紅烏龍茶
7,珍珠魚池老紅茶
8,珍珠紅烏龍茶
9,珍珠翠玉紅茶
10,白玉蔗香奶綠
11,白玉薰衣草奶綠
12,白玉可可
13,白玉玫瑰鹽焦糖
14,茉綠奶茶
15,薩蘭奶茶
16,紅烏龍奶茶
17,伯爵奶茶
18,翠玉奶茶
19,蔗香奶綠
20,薰衣草奶綠 (甜度固定)
21,可可
22,玫瑰鹽焦糖
23,檸檬柚子
24,蔗香茉綠
25,蔗香青茶
26,蔗香冰檸綠茶
27,冰檸綠茶
28,冰檸青茶
29,魚池檸檬紅茶
30,冰檸紅烏龍茶
31,柚香茉綠
32,柚香冰檸
33,柚香龍眼花
34,經典茉綠
35,四季青茶
36,魚池老紅茶
37,紅烏龍茶
38,龍眼花茶
39,台灣烏龍茶
40,蕎麥黑豆抹茶
41,黃金韃旦蕎麥茶
42,翠玉紅茶
0,高麗菜豬肉水餃
1,韭菜豬肉水餃
2,玉米洋蔥豬肉水餃
3,香蔥豬肉水餃
4,『冬季限定』茴香豬肉水餃
5,獨家手作辣椒醬
6,獨家手作椒麻醬
7,獨家手作辣油精
8,手作南洋風味辣椒醬
9,手作蔥油餅皮
10,小鮮肉湯包
0,牛肉捲餅Beef Burritos
1,雞肉捲餅Chicken Burritos
2,牛肉塔可Beef Tacos
3,雞肉塔可Chicken Tacos
4,牛肉烤餅Beef Quesadilla
5,雞肉烤餅Chicken Quesadilla
6,牛肉脆餅Beef Nachos
7,雞肉脆餅Chicken Nachos
8,水牛城嗆辣雞翅
9,啤酒洋蔥圈
10,起司薯泥
11,主廚濃湯
12,美式咖啡
13,濃醇可可
14,辣芒果汁
15,洛神花
16,莎莎醬
17,酪梨醬
18,金黃莎莎醬
19,墨西哥辣椒片
20,濃起司醬
0,鐵板麵
1,沙朗牛排 (4.5盎司)
2,特製豬排
3,雞腿排
4,厚切鮭魚
5,厚切鱈魚
6,沙朗厚片(9盎司)
7,無骨牛小排(6盎司)
8,菲力牛排(6盎司)
9,梅花牛排(16盎司)
10,肋眼牛排(11盎司)
11,雙拼組合(牛/豬/雞)三擇二
12,沙朗厚片+牛/豬/雞(三擇一)
13,沙朗厚片+無骨牛小排
14,沙朗厚片+梅花牛排
15,沙朗厚片+肋眼牛排
16,麵包
17,沙朗牛排
18,特製豬排
19,雞腿排
20,厚切鮭魚
21,厚切鱈魚
22,沙朗厚片
23,牛小排
24,菲力牛排
25,梅花牛排
26,肋眼牛排
0,牛肉雙倍肉捲餅
1,牛肉起司蛋捲餅
2,牛肉捲餅
3,雞肉雙倍肉捲餅
4,雞肉起司蛋捲餅
5,雞肉捲餅
6,牛雞綜合雙倍肉捲餅
7,牛雞綜合起司蛋捲餅
8,牛雞綜合捲餅
9,培根起司蛋捲餅
10,健康蔬食(蛋奶素)
11,牛肉雙倍肉肉薯盒子
12,牛肉起司蛋肉薯盒子
13,牛肉肉薯盒子
14,雞肉雙倍肉肉薯盒子
15,雞肉起司蛋肉薯盒子
16,雞肉肉薯盒子
17,牛雞綜合雙倍肉肉薯盒子
18,牛雞綜合起司蛋肉薯盒子
19,牛雞綜合肉薯盒子
20,起司盒子
21,Hawaiian夏威夷披薩
22,Mexican墨西哥雞肉披薩
23,Salami義式臘腸披薩
24,chips薯條
25,Mozzarella起司條
26,Onion ring洋蔥圈
27,Nugget雞塊
28,Wedge金黃薯塊
29,Calamari魷魚
30,Pita bread皮塔烤餅
31,神炸拼盤
0,初見紅茶
1,藍帶綠茶
2,黃金麥茶
3,懷古冬瓜茶
4,台灣四季青茶
5,焙火烏龍茶
6,日式靜岡玉露(限)
7,玄米入煎茶(限)
8,伊莉亞紅茶(限)
9,冬瓜紅茶
10,冬瓜玉露
11,冬瓜青茶
12,冬瓜檸檬
13,多多綠茶
14,檸檬風味綠茶
15,檸檬風味紅茶
16,冬瓜檸檬愛玉
17,葡萄柚綠茶(季)
18,玄米入抹茶(限)
19,醇奶茶
20,綠奶茶
21,烏龍奶茶
22,青奶茶
23,阿華田
